intervention_size,intervention_type,model,network_group,network_id,network_size,sample_id,size_of_spread,time_to_spread
10.0,triad_addition,"(0.05,1)",fb100_edgelist_,Brandeis99,3887.0,464.0,3791.0,4.0
10.0,triad_addition,"(0.05,1)",fb100_edgelist_,Brandeis99,3887.0,465.0,3791.0,4.0
10.0,triad_addition,"(0.05,1)",fb100_edgelist_,Brandeis99,3887.0,466.0,3757.0,4.0
10.0,triad_addition,"(0.05,1)",fb100_edgelist_,Brandeis99,3887.0,467.0,3563.0,6.0
10.0,triad_addition,"(0.05,1)",fb100_edgelist_,Brandeis99,3887.0,468.0,3683.0,3.0
10.0,triad_addition,"(0.05,1)",fb100_edgelist_,Brandeis99,3887.0,469.0,3623.0,3.0
10.0,triad_addition,"(0.05,1)",fb100_edgelist_,Brandeis99,3887.0,470.0,3614.0,3.0
10.0,triad_addition,"(0.05,1)",fb100_edgelist_,Brandeis99,3887.0,471.0,3631.0,3.0
10.0,triad_addition,"(0.05,1)",fb100_edgelist_,Brandeis99,3887.0,472.0,3585.0,4.0
10.0,triad_addition,"(0.05,1)",fb100_edgelist_,Brandeis99,3887.0,473.0,3780.0,4.0
10.0,triad_addition,"(0.05,1)",fb100_edgelist_,Brandeis99,3887.0,474.0,3650.0,3.0
10.0,triad_addition,"(0.05,1)",fb100_edgelist_,Brandeis99,3887.0,475.0,3656.0,3.0
10.0,triad_addition,"(0.05,1)",fb100_edgelist_,Brandeis99,3887.0,476.0,3780.0,4.0
10.0,triad_addition,"(0.05,1)",fb100_edgelist_,Brandeis99,3887.0,477.0,3717.0,3.0
10.0,triad_addition,"(0.05,1)",fb100_edgelist_,Brandeis99,3887.0,478.0,3768.0,4.0
10.0,triad_addition,"(0.05,1)",fb100_edgelist_,Brandeis99,3887.0,479.0,3718.0,4.0
10.0,triad_addition,"(0.05,1)",fb100_edgelist_,Brandeis99,3887.0,480.0,3694.0,5.0
10.0,triad_addition,"(0.05,1)",fb100_edgelist_,Brandeis99,3887.0,481.0,3624.0,3.0
10.0,triad_addition,"(0.05,1)",fb100_edgelist_,Brandeis99,3887.0,482.0,3658.0,4.0
10.0,triad_addition,"(0.05,1)",fb100_edgelist_,Brandeis99,3887.0,483.0,3784.0,4.0
10.0,triad_addition,"(0.05,1)",fb100_edgelist_,Brandeis99,3887.0,484.0,3614.0,3.0
10.0,triad_addition,"(0.05,1)",fb100_edgelist_,Brandeis99,3887.0,485.0,3746.0,4.0
10.0,triad_addition,"(0.05,1)",fb100_edgelist_,Brandeis99,3887.0,486.0,3762.0,4.0
10.0,triad_addition,"(0.05,1)",fb100_edgelist_,Brandeis99,3887.0,487.0,3577.0,3.0
10.0,triad_addition,"(0.05,1)",fb100_edgelist_,Brandeis99,3887.0,488.0,3801.0,4.0
10.0,triad_addition,"(0.05,1)",fb100_edgelist_,Brandeis99,3887.0,489.0,3791.0,4.0
10.0,triad_addition,"(0.05,1)",fb100_edgelist_,Brandeis99,3887.0,490.0,3791.0,4.0
10.0,triad_addition,"(0.05,1)",fb100_edgelist_,Brandeis99,3887.0,491.0,3775.0,4.0
10.0,triad_addition,"(0.05,1)",fb100_edgelist_,Brandeis99,3887.0,492.0,3698.0,4.0
10.0,triad_addition,"(0.05,1)",fb100_edgelist_,Brandeis99,3887.0,493.0,3769.0,4.0
10.0,triad_addition,"(0.05,1)",fb100_edgelist_,Brandeis99,3887.0,494.0,3747.0,4.0
10.0,triad_addition,"(0.05,1)",fb100_edgelist_,Brandeis99,3887.0,495.0,3615.0,3.0
10.0,triad_addition,"(0.05,1)",fb100_edgelist_,Brandeis99,3887.0,496.0,3763.0,4.0
10.0,triad_addition,"(0.05,1)",fb100_edgelist_,Brandeis99,3887.0,497.0,3750.0,3.0
10.0,triad_addition,"(0.05,1)",fb100_edgelist_,Brandeis99,3887.0,498.0,3788.0,4.0
10.0,triad_addition,"(0.05,1)",fb100_edgelist_,Brandeis99,3887.0,499.0,3645.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,0.0,2268.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,1.0,2275.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,2.0,2277.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,3.0,2268.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,4.0,2272.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,5.0,2228.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,6.0,2267.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,7.0,2208.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,8.0,2261.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,9.0,2280.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,10.0,2241.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,11.0,2225.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,12.0,2226.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,13.0,2271.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,14.0,2265.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,15.0,2276.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,16.0,2278.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,17.0,2095.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,18.0,2262.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,19.0,2153.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,20.0,2148.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,21.0,2112.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,22.0,2273.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,23.0,2254.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,24.0,2274.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,25.0,2094.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,26.0,2233.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,27.0,2180.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,28.0,2273.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,29.0,2260.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,30.0,2276.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,31.0,2115.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,32.0,2275.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,33.0,2263.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,34.0,2251.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,35.0,2278.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,36.0,2268.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,37.0,2167.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,38.0,2136.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,39.0,2169.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,40.0,2265.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,41.0,2133.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,42.0,2230.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,43.0,2158.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,44.0,2275.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,45.0,2253.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,46.0,2262.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,47.0,2256.0,5.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,48.0,2274.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,49.0,2114.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,50.0,2278.0,5.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,51.0,2260.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,52.0,2182.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,53.0,2253.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,54.0,2275.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,55.0,2140.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,56.0,2117.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,57.0,2279.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,58.0,2222.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,59.0,2176.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,60.0,2277.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,61.0,2272.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,62.0,2266.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,63.0,2280.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,64.0,2275.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,65.0,2266.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,66.0,2271.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,67.0,2275.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,68.0,2106.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,69.0,2208.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,70.0,2236.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,71.0,2274.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,72.0,2275.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,73.0,2274.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,74.0,2277.0,5.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,75.0,2280.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,76.0,2275.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,77.0,2111.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,78.0,2277.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,79.0,2270.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,80.0,2269.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,81.0,2266.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,82.0,2123.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,83.0,2270.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,84.0,2108.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,85.0,2108.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,86.0,2235.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,87.0,2094.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,88.0,2200.0,5.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,89.0,2274.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,90.0,2271.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,91.0,2145.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,92.0,2197.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,93.0,2274.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,94.0,2099.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,95.0,2274.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,96.0,2276.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,97.0,2279.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,98.0,2201.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,99.0,2276.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,100.0,2269.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,101.0,2147.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,102.0,2279.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,103.0,2164.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,104.0,2268.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,105.0,2221.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,106.0,2248.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,107.0,2274.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,108.0,2190.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,109.0,2108.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,110.0,2182.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,111.0,2172.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,112.0,2199.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,113.0,2260.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,114.0,2180.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,115.0,2277.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,116.0,2270.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,117.0,2259.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,118.0,2212.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,119.0,2276.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,120.0,2263.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,121.0,2142.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,122.0,2270.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,123.0,2269.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,124.0,2274.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,125.0,2190.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,126.0,2269.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,127.0,2231.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,128.0,2177.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,129.0,2262.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,130.0,2278.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,131.0,2170.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,132.0,2253.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,133.0,2271.0,5.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,134.0,2268.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,135.0,2214.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,136.0,2271.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,137.0,2270.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,138.0,2273.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,139.0,2270.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,140.0,2272.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,141.0,2270.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,142.0,2257.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,143.0,2156.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,144.0,2199.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,145.0,2270.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,146.0,2271.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,147.0,2088.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,148.0,2276.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,149.0,2243.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,150.0,2083.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,151.0,2278.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,152.0,2266.0,5.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,153.0,2167.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,154.0,2103.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,155.0,2193.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,156.0,2266.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,157.0,2145.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,158.0,2271.0,5.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,159.0,2139.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,160.0,2181.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,161.0,2211.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,162.0,2094.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,163.0,2271.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,164.0,2172.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,165.0,2098.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,166.0,2268.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,167.0,2250.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,168.0,2270.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,169.0,2273.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,170.0,2274.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,171.0,2277.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,172.0,2179.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,173.0,2107.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,174.0,2132.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,175.0,2161.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,176.0,2266.0,5.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,177.0,2246.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,178.0,2271.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,179.0,2246.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,180.0,2165.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,181.0,2277.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,182.0,2206.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,183.0,2256.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,184.0,2248.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,185.0,2119.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,186.0,2192.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,187.0,2256.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,188.0,2237.0,7.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,189.0,2265.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,190.0,2259.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,191.0,2198.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,192.0,2134.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,193.0,2261.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,194.0,2129.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,195.0,2120.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,196.0,2250.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,197.0,2271.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,198.0,2247.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,199.0,2157.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,200.0,2213.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,201.0,2271.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,202.0,2192.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,203.0,2096.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,204.0,2273.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,205.0,2250.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,206.0,2267.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,207.0,2271.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,208.0,2268.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,209.0,2274.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,210.0,2260.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,211.0,2274.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,212.0,2272.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,213.0,2275.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,214.0,2114.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,215.0,2273.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,216.0,2274.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,217.0,2276.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,218.0,2223.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,219.0,2275.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,220.0,2270.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,221.0,2264.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,222.0,2266.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,223.0,2236.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,224.0,2231.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,225.0,2271.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,226.0,2161.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,227.0,2275.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,228.0,2108.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,229.0,2271.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,230.0,2137.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,231.0,2268.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,232.0,2217.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,233.0,2190.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,234.0,2281.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,235.0,2270.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,236.0,2109.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,237.0,2271.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,238.0,2273.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Hamilton46,2312.0,239.0,2266.0,4.0
